rank,company,ticker,cik,fiscal_year,executive_name,title,salary,bonus,stock_awards,option_awards,non_equity_incentive,pension_change,other_comp,total_comp
55,Sysco Corp.,SYY,0000096021,2025,Kenny K. Cheung(7)Executive Vice President and Chief Financial Officer,,"823,538.00",0.00,"2,511,584.00","622,481.00","683,000.00",0.00,"88,637.00","4,729,240.00"
55,Sysco Corp.,SYY,0000096021,2024,Kenny K. Cheung(7)Executive Vice President and Chief Financial Officer,,"784,139.00",0.00,"2,012,590.00","512,194.00","742,000.00",0.00,"254,080.00","4,305,003.00"
55,Sysco Corp.,SYY,0000096021,2023,Kenny K. Cheung(7)Executive Vice President and Chief Financial Officer,,"159,288.00","600,000.00","1,686,062.00","745,859.00","144,406.00",0.00,"33,760.00","3,369,375.00"
55,Sysco Corp.,SYY,0000096021,2025,Greg D. BertrandExecutive Vice President and Global Chief Operating Officer,,"859,154.00",0.00,"2,785,520.00","690,388.00","855,000.00","39,688.00","117,811.00","5,347,561.00"
55,Sysco Corp.,SYY,0000096021,2024,Greg D. BertrandExecutive Vice President and Global Chief Operating Officer,,"824,924.00",0.00,"2,311,492.00","586,587.00","1,141,000.00","17,650.00","103,082.00","4,984,735.00"
55,Sysco Corp.,SYY,0000096021,2023,Greg D. BertrandExecutive Vice President and Global Chief Operating Officer,,"749,025.00",0.00,"1,745,800.00","740,980.00","848,808.00","9,906.00","147,950.00","4,242,469.00"
55,Sysco Corp.,SYY,0000096021,2025,"Thomas R. Peck, Jr.Executive Vice President, Chief Information and Digital Officer",,"760,385.00",0.00,"3,718,003.00","535,498.00","504,000.00",0.00,"57,181.00","5,575,067.00"
55,Sysco Corp.,SYY,0000096021,2024,"Thomas R. Peck, Jr.Executive Vice President, Chief Information and Digital Officer",,"726,354.00",0.00,"2,029,257.00","514,479.00","687,000.00",0.00,"55,877.00","4,012,967.00"
55,Sysco Corp.,SYY,0000096021,2023,"Thomas R. Peck, Jr.Executive Vice President, Chief Information and Digital Officer",,"678,480.00",0.00,"1,448,101.00","614,607.00","645,847.00",0.00,"56,899.00","3,443,934.00"
55,Sysco Corp.,SYY,0000096021,2025,Ronald L. Phillips(7)Executive Vice President and Chief Human Resources Officer,,"703,846.00",0.00,"1,709,061.00","423,600.00","467,000.00",0.00,"86,625.00","3,390,132.00"
55,Sysco Corp.,SYY,0000096021,2024,Ronald L. Phillips(7)Executive Vice President and Chief Human Resources Officer,,"682,363.00",0.00,"1,635,867.00","415,180.00","646,000.00",0.00,"80,620.00","3,460,030.00"
56,Caterpillar Inc.,CAT,0000018230,2024,Joseph,E. Creed,0.00,"1,115,000.00",0.00,0.00,0.00,"5,973,437.00",0.00,"1,749,968.00"
56,Caterpillar Inc.,CAT,0000018230,2023,Joseph,E. Creed,0.00,"819,092.00",0.00,0.00,0.00,"2,199,975.00",0.00,"2,199,962.00"
56,Caterpillar Inc.,CAT,0000018230,2022,Joseph,E. Creed,0.00,"702,425.00",0.00,0.00,0.00,"1,849,964.00",0.00,"1,849,982.00"
56,Caterpillar Inc.,CAT,0000018230,2024,Denise,C. Johnson,0.00,"947,900.00",0.00,0.00,0.00,"5,157,307.00",0.00,"924,982.00"
56,Caterpillar Inc.,CAT,0000018230,2023,Denise,C. Johnson,0.00,"911,450.00",0.00,0.00,0.00,"2,199,975.00",0.00,"2,199,962.00"
56,Caterpillar Inc.,CAT,0000018230,2022,Denise,C. Johnson,0.00,"877,425.00",0.00,0.00,0.00,"1,849,964.00",0.00,"1,849,982.00"
56,Caterpillar Inc.,CAT,0000018230,2024,Bob,De Lange,0.00,"889,950.00",0.00,0.00,0.00,"5,157,307.00",0.00,"924,982.00"
56,Caterpillar Inc.,CAT,0000018230,2023,Bob,De Lange,0.00,"855,700.00",0.00,0.00,0.00,"2,199,975.00",0.00,"2,199,962.00"
56,Caterpillar Inc.,CAT,0000018230,2022,Bob,De Lange,0.00,"821,850.00",0.00,0.00,0.00,"1,849,964.00",0.00,"1,849,982.00"
56,Caterpillar Inc.,CAT,0000018230,2024,Andrew,R. J. Bonfield,0.00,"953,450.00",0.00,0.00,0.00,"4,095,869.00",0.00,"1,200,047.00"
56,Caterpillar Inc.,CAT,0000018230,2023,Andrew,R. J. Bonfield,0.00,"916,800.00",0.00,0.00,0.00,"2,650,027.00",0.00,"2,649,989.00"
56,Caterpillar Inc.,CAT,0000018230,2022,Andrew,R. J. Bonfield,0.00,"882,575.00",0.00,0.00,0.00,"2,200,090.00",0.00,"2,199,994.00"
58,Enterprise Products Partners LP,EPD,0001061219,2021,"A. James Teague,",Co-CEO,0.00,"987,500.00",0.00,"3,200,000.00",0.00,"5,197,500.00",0.00,"1,031,514.00"
58,Enterprise Products Partners LP,EPD,0001061219,2020,"A. James Teague,",Co-CEO,"937,572.00",0.00,"3,000,000.00",0.00,"5,796,000.00",0.00,"915,797.00","10,649,369.00"
58,Enterprise Products Partners LP,EPD,0001061219,2019,"A. James Teague,",Co-CEO,"887,500.00",0.00,"3,000,000.00",0.00,"5,827,500.00",0.00,"822,661.00","10,537,661.00"
58,Enterprise Products Partners LP,EPD,0001061219,2021,"W. Randall Fowler,",Co-CEO and CFO,"731,250.00",0.00,"2,400,000.00",0.00,"3,898,125.00",0.00,"753,389.00","7,782,764.00"
58,Enterprise Products Partners LP,EPD,0001061219,2020,"W. Randall Fowler,",Co-CEO and CFO,"660,938.00",0.00,"2,250,000.00",0.00,"4,399,950.00",0.00,"637,630.00","7,948,518.00"
58,Enterprise Products Partners LP,EPD,0001061219,2019,"W. Randall Fowler,",Co-CEO and CFO,"609,375.00",0.00,"2,250,000.00",0.00,"3,663,000.00",0.00,"519,072.00","7,041,447.00"
58,Enterprise Products Partners LP,EPD,0001061219,2021,"Graham W. Bacon,",Executive Vice President and Chief Operating Officer,"524,000.00",0.00,"750,000.00",0.00,"1,975,050.00",0.00,"457,633.00","3,706,683.00"
58,Enterprise Products Partners LP,EPD,0001061219,2020,"Graham W. Bacon,",Executive Vice President and Chief Operating Officer,"511,250.00",0.00,"700,000.00",0.00,"2,318,400.00",0.00,"418,486.00","3,948,136.00"
58,Enterprise Products Partners LP,EPD,0001061219,2019,"Graham W. Bacon,",Executive Vice President and Chief Operating Officer,"481,250.00",0.00,"500,000.00",0.00,"2,358,750.00",0.00,"386,692.00","3,726,692.00"
58,Enterprise Products Partners LP,EPD,0001061219,2021,"Brent B. Secrest,",Executive Vice President and Chief Commercial Officer,"484,000.00",0.00,"700,000.00",0.00,"1,975,050.00",0.00,"397,510.00","3,556,560.00"
58,Enterprise Products Partners LP,EPD,0001061219,2020,"Brent B. Secrest,",Executive Vice President and Chief Commercial Officer,"468,750.00",0.00,"700,000.00",0.00,"2,356,199.00",0.00,"315,031.00","3,839,980.00"
58,Enterprise Products Partners LP,EPD,0001061219,2019,"Brent B. Secrest,",Executive Vice President and Chief Commercial Officer,"390,000.00",0.00,"500,000.00",0.00,"1,248,750.00",0.00,"219,012.00","2,357,762.00"
58,Enterprise Products Partners LP,EPD,0001061219,2021,"Christian M. Nelly,",Executive Vice President – Finance and Sustainability and Treasurer,"361,969.00",0.00,"414,375.00",0.00,"1,662,161.00",0.00,"260,951.00","2,699,456.00"
58,Enterprise Products Partners LP,EPD,0001061219,2020,"Christian M. Nelly,",Executive Vice President – Finance and Sustainability and Treasurer,"336,375.00",0.00,"390,000.00",0.00,"1,109,471.00",0.00,"659,699.00","2,495,545.00"
59,Morgan Stanley,MS,0000895421,2024,Edward Pick,Chief Executive Officer,"1,500,000.00",0.00,"8,125,000.00",0.00,"15,242,232.00",0.00,0.00,"13,800.00"
59,Morgan Stanley,MS,0000895421,2023,Edward Pick,Chief Executive Officer,"1,000,000.00",0.00,"9,187,500.00",0.00,"33,837,500.00",0.00,"21,755.00","13,200.00"
59,Morgan Stanley,MS,0000895421,2022,Edward Pick,Chief Executive Officer,"1,000,000.00",0.00,"8,662,500.00",0.00,"18,480,651.00",0.00,0.00,"49,273.00"
59,Morgan Stanley,MS,0000895421,2024,Sharon Yeshaya,Executive Vice President,"1,000,000.00",0.00,"6,737,500.00",0.00,"7,467,345.00",0.00,0.00,"38,146.00"
59,Morgan Stanley,MS,0000895421,2023,Sharon Yeshaya,Executive Vice President,"1,000,000.00",0.00,"5,162,500.00",0.00,"5,062,500.00",0.00,"7,604.00","30,014.00"
59,Morgan Stanley,MS,0000895421,2022,Sharon Yeshaya,Executive Vice President,"1,000,000.00",0.00,"3,937,500.00",0.00,"5,051,302.00",0.00,0.00,"26,100.00"
59,Morgan Stanley,MS,0000895421,2024,Andrew M. Saperstein,Co-President and Head of,"1,000,000.00",0.00,"9,887,500.00",0.00,"12,908,912.00",0.00,0.00,"80,103.00"
59,Morgan Stanley,MS,0000895421,2023,Andrew M. Saperstein,Co-President and Head of,"1,000,000.00",0.00,"7,962,500.00",0.00,"31,887,500.00",0.00,"5,631.00","52,369.00"
59,Morgan Stanley,MS,0000895421,2022,Andrew M. Saperstein,Co-President and Head of,"1,000,000.00",0.00,"7,612,500.00",0.00,"14,034,155.00",0.00,0.00,"64,461.00"
59,Morgan Stanley,MS,0000895421,2024,Daniel A. Simkowitz,Co-President and Head of Institutional Securities,"1,000,000.00",0.00,"9,887,500.00",0.00,"11,796,529.00",0.00,0.00,"13,800.00"
59,Morgan Stanley,MS,0000895421,2023,Daniel A. Simkowitz,Co-President and Head of Institutional Securities,"1,000,000.00",0.00,"7,437,500.00",0.00,"30,262,500.00",0.00,"28,573.00","68,742.00"
59,Morgan Stanley,MS,0000895421,2022,Daniel A. Simkowitz,Co-President and Head of Institutional Securities,"1,000,000.00",0.00,"6,737,500.00",0.00,"12,798,624.00",0.00,0.00,"12,200.00"
59,Morgan Stanley,MS,0000895421,2024,James P. Gorman,Executive Chairman,"1,500,000.00",0.00,"12,750,000.00",0.00,"276,277,068.00",0.00,0.00,"38,837.00"
59,Morgan Stanley,MS,0000895421,2023,James P. Gorman,Executive Chairman,"1,500,000.00",0.00,"8,875,000.00",0.00,"22,500,000.00",0.00,"4,167.00","72,439.00"
59,Morgan Stanley,MS,0000895421,2022,James P. Gorman,Executive Chairman,"1,500,000.00",0.00,"7,500,000.00",0.00,"30,355,752.00",0.00,0.00,"43,153.00"
60,Goldman Sachs Group Inc.,GS,0000886982,2024,David Solomon Chairman and CEO,,39.00,0.00,2.00,0.00,25.90,0.00,2.78,8.33
60,Goldman Sachs Group Inc.,GS,0000886982,2023,David Solomon Chairman and CEO,,31.00,0.00,2.00,0.00,20.30,0.00,0.00,8.70
60,Goldman Sachs Group Inc.,GS,0000886982,2024,John Waldron President and COO,,38.00,0.00,1.85,0.00,21.69,0.00,2.89,11.57
60,Goldman Sachs Group Inc.,GS,0000886982,2023,John Waldron President and COO,,30.00,0.00,1.85,0.00,16.89,0.00,0.00,11.26
60,Goldman Sachs Group Inc.,GS,0000886982,2024,Denis Coleman CFO,,27.00,0.00,1.85,0.00,15.09,0.00,2.01,8.05
60,Goldman Sachs Group Inc.,GS,0000886982,2023,Denis Coleman CFO,,20.00,0.00,1.85,0.00,10.89,0.00,0.00,7.26
60,Goldman Sachs Group Inc.,GS,0000886982,2024,Kathryn Ruemmler CLO and General Counsel,,22.50,0.00,1.50,0.00,12.60,0.00,0.84,7.56
60,Goldman Sachs Group Inc.,GS,0000886982,2023,Kathryn Ruemmler CLO and General Counsel,,16.00,0.00,1.50,0.00,8.70,0.00,0.00,5.80
60,Goldman Sachs Group Inc.,GS,0000886982,2024,John Rogers Executive Vice President,,16.00,0.00,1.50,0.00,8.70,0.00,0.58,5.22
61,HCA Healthcare Inc.,HCA,0000860730,2024,Samuel N. Hazen,,0.00,"1,539,947.00",0.00,0.00,"8,421,948.00",0.00,"8,158,720.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2023,Chief Executive,,0.00,"1,512,222.00",0.00,0.00,"6,957,391.00",0.00,"7,242,825.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2022,Officer,,0.00,"1,509,751.00",0.00,0.00,"6,026,457.00",0.00,"6,028,833.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2024,William B. Rutherford,,0.00,"342,024.00",0.00,0.00,"2,178,206.00",0.00,"2,110,035.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2023,Former Executive Vice President,,0.00,"994,718.00",0.00,0.00,"1,987,898.00",0.00,"2,069,379.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2022,and Chief Financial Officer,,0.00,"935,078.00",0.00,0.00,"1,736,717.00",0.00,"1,736,343.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2024,Michael A. Marks,,0.00,"794,544.00",0.00,0.00,"1,561,497.00",0.00,"1,566,116.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2024,Jon M. Foster,,0.00,"1,018,334.00",0.00,0.00,"2,178,206.00",0.00,"2,110,035.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2023,Executive Vice President,,0.00,"1,000,000.00",0.00,0.00,"1,987,898.00",0.00,"2,069,379.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2022,and Chief Operating Officer,,0.00,"917,095.00",0.00,0.00,"1,254,033.00",0.00,"1,254,064.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2024,Michael R. McAlevey,,0.00,"981,254.00",0.00,0.00,"1,407,068.00",0.00,"1,376,217.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2023,Executive Vice President,,0.00,"940,163.00",0.00,0.00,"1,060,314.00",0.00,"1,103,727.00",0.00
61,HCA Healthcare Inc.,HCA,0000860730,2022,– Chief Legal and,,0.00,"860,536.00",0.00,"1,600,000.00",0.00,"1,883,416.00",0.00,"1,881,096.00"
61,HCA Healthcare Inc.,HCA,0000860730,2024,"Michael S. Cuffe, M.D.",,0.00,"916,500.00",0.00,0.00,"1,336,072.00",0.00,"1,294,204.00",0.00
62,Delta Air Lines Inc.,DAL,0000027904,2024,Edward H. Bastian,Chief Executive Officer,"991,250.00","8,500,000.00","10,961,648.00",0.00,"6,295,983.00",0.00,"368,188.00","27,117,069.00"
62,Delta Air Lines Inc.,DAL,0000027904,2023,Edward H. Bastian,Chief Executive Officer,"950,000.00","9,600,000.00","17,000,280.00",0.00,"6,292,865.00",0.00,"371,183.00","34,214,328.00"
62,Delta Air Lines Inc.,DAL,0000027904,2022,Edward H. Bastian,Chief Executive Officer,"950,000.00",0.00,"5,700,012.00",0.00,"2,673,562.00",0.00,"282,813.00","9,606,387.00"
62,Delta Air Lines Inc.,DAL,0000027904,2024,Glen W. Hauenstein,President,"745,833.00","1,937,500.00","5,812,758.00",0.00,"3,709,060.00",0.00,"251,133.00","12,456,284.00"
62,Delta Air Lines Inc.,DAL,0000027904,2023,Glen W. Hauenstein,President,"700,000.00","6,050,000.00","8,875,069.00",0.00,"3,681,404.00",0.00,"246,035.00","19,552,508.00"
62,Delta Air Lines Inc.,DAL,0000027904,2022,Glen W. Hauenstein,President,"700,000.00",0.00,"3,200,168.00",0.00,"1,723,744.00",0.00,"190,645.00","5,814,557.00"
62,Delta Air Lines Inc.,DAL,0000027904,2024,Alain Bellemare,Executive Vice President & President - International,"650,000.00",0.00,"3,000,470.00",0.00,"2,776,681.00",0.00,"220,174.00","6,647,325.00"
62,Delta Air Lines Inc.,DAL,0000027904,2023,Alain Bellemare,Executive Vice President & President - International,"650,000.00",0.00,"3,000,155.00",0.00,"2,831,620.00",0.00,"210,833.00","6,692,608.00"
62,Delta Air Lines Inc.,DAL,0000027904,2022,Alain Bellemare,Executive Vice President & President - International,"650,000.00",0.00,"3,000,076.00",0.00,"1,371,959.00",0.00,"146,180.00","5,168,215.00"
62,Delta Air Lines Inc.,DAL,0000027904,2024,Peter W. Carter,Executive Vice President - Chief External Affairs Officer,"650,000.00","1,300,000.00","3,900,772.00",0.00,"2,889,426.00",0.00,"222,603.00","8,962,801.00"
62,Delta Air Lines Inc.,DAL,0000027904,2023,Peter W. Carter,Executive Vice President - Chief External Affairs Officer,"616,667.00","4,200,000.00","5,600,409.00",0.00,"2,530,707.00",0.00,"185,893.00","13,133,676.00"
62,Delta Air Lines Inc.,DAL,0000027904,2022,Peter W. Carter,Executive Vice President - Chief External Affairs Officer,"550,000.00",0.00,"2,100,097.00",0.00,"1,160,889.00",0.00,"142,045.00","3,953,030.00"
62,Delta Air Lines Inc.,DAL,0000027904,2024,Daniel C. Janki,Executive Vice President & Chief Financial Officer,"650,000.00",0.00,"4,125,546.00",0.00,"2,989,436.00",0.00,"234,724.00","7,999,706.00"
62,Delta Air Lines Inc.,DAL,0000027904,2023,Daniel C. Janki,Executive Vice President & Chief Financial Officer,"650,000.00",0.00,"4,125,123.00",0.00,"3,062,923.00",0.00,"228,079.00","8,066,125.00"
62,Delta Air Lines Inc.,DAL,0000027904,2022,Daniel C. Janki,Executive Vice President & Chief Financial Officer,"650,000.00",0.00,"3,000,076.00",0.00,"1,600,619.00",0.00,"164,828.00","5,415,523.00"
62,Delta Air Lines Inc.,DAL,0000027904,2024,Michael L. Spanos,Former Executive Vice President & Chief Operating Officer,"433,333.00",0.00,"4,125,546.00",0.00,"992,858.00",0.00,"2,980,523.00","8,532,260.00"
62,Delta Air Lines Inc.,DAL,0000027904,2023,Michael L. Spanos,Former Executive Vice President & Chief Operating Officer,"361,932.00","250,000.00","6,844,062.00",0.00,"901,554.00",0.00,"220,561.00","8,578,109.00"
63,Pfizer Inc.,PFE,0000078003,2024,A. BourlaChairman and Chief Executive Officer,,"1,800,000.00",0.00,"4,838,694.00","9,993,969.00","7,020,000.00",0.00,"996,064.00","24,648,727.00"
63,Pfizer Inc.,PFE,0000078003,2023,A. BourlaChairman and Chief Executive Officer,,"1,787,500.00",0.00,"8,745,187.00","8,761,683.00",0.00,"8,440.00","2,259,254.00","21,562,064.00"
63,Pfizer Inc.,PFE,0000078003,2022,A. BourlaChairman and Chief Executive Officer,,"1,737,500.00",0.00,"9,296,191.00","9,526,444.00","7,650,000.00","2,473,747.00","2,333,571.00","33,017,453.00"
63,Pfizer Inc.,PFE,0000078003,2024,"D. DentonChief Financial Officer, EVP(7)",,"1,346,925.00",0.00,"1,130,214.00","2,447,055.00","2,963,400.00",0.00,"236,948.00","8,124,542.00"
63,Pfizer Inc.,PFE,0000078003,2023,"D. DentonChief Financial Officer, EVP(7)",,"1,296,875.00",0.00,"1,341,079.00","2,190,418.00",0.00,0.00,"451,164.00","5,279,536.00"
63,Pfizer Inc.,PFE,0000078003,2022,"D. DentonChief Financial Officer, EVP(7)",,"833,333.00","5,000,000.00","4,000,012.00","2,250,008.00","1,838,355.00",0.00,"10,522,450.00","24,444,158.00"
63,Pfizer Inc.,PFE,0000078003,2024,"M. DolstenChief Scientific Officer, President, Pfizer Research & Development",,"1,654,300.00",0.00,"1,565,751.00","3,318,434.00","2,895,200.00",0.00,"309,604.00","9,743,289.00"
63,Pfizer Inc.,PFE,0000078003,2023,"M. DolstenChief Scientific Officer, President, Pfizer Research & Development",,"1,596,500.00",0.00,"3,115,268.00","2,920,565.00",0.00,"413,970.00","812,397.00","8,858,700.00"
63,Pfizer Inc.,PFE,0000078003,2022,"M. DolstenChief Scientific Officer, President, Pfizer Research & Development",,"1,535,000.00",0.00,"3,471,267.00","2,931,212.00","3,530,972.00",0.00,"749,782.00","12,218,233.00"
63,Pfizer Inc.,PFE,0000078003,2024,"A. MalikChief U.S. Commercial Officer, EVP(8)",,"1,344,825.00",0.00,"1,127,148.00","2,475,933.00","3,093,200.00",0.00,"253,164.00","8,294,270.00"
63,Pfizer Inc.,PFE,0000078003,2023,"A. MalikChief U.S. Commercial Officer, EVP(8)",,"1,294,800.00",0.00,"1,336,257.00","2,190,418.00",0.00,0.00,"599,259.00","5,420,734.00"
63,Pfizer Inc.,PFE,0000078003,2024,"C. BoshoffChief Scientific Officer and President, Research & Development(9)",,"1,200,000.00",0.00,"896,297.00","2,249,857.00","2,880,000.00",0.00,"627,830.00","7,853,984.00"
65,Charter Communications Inc.,CHTR,0001091667,2024,Christopher L. Winfrey,President and,"1,700,000.00",0.00,0.00,0.00,"3,756,150.00",0.00,"296,510.00","5,752,660.00"
65,Charter Communications Inc.,CHTR,0001091667,2023,Christopher L. Winfrey,President and,"1,700,000.00",0.00,"8,696,687.00","74,956,650.00","3,499,875.00",0.00,"223,866.00","89,077,078.00"
65,Charter Communications Inc.,CHTR,0001091667,2022,Christopher L. Winfrey,President and,"1,359,038.00",0.00,0.00,"12,001,909.00","2,035,221.00",0.00,"230,799.00","15,626,967.00"
65,Charter Communications Inc.,CHTR,0001091667,2024,Richard J. DiGeronimo,"President, Product","1,450,000.00",0.00,0.00,0.00,"2,563,020.00",0.00,"280,601.00","4,293,621.00"
65,Charter Communications Inc.,CHTR,0001091667,2023,Richard J. DiGeronimo,"President, Product","1,450,000.00",0.00,"6,085,226.00","43,139,414.00","2,388,150.00",0.00,"251,010.00","53,313,800.00"
65,Charter Communications Inc.,CHTR,0001091667,2022,Richard J. DiGeronimo,"President, Product","1,298,461.00",0.00,"880,296.00","7,921,224.00","1,740,968.00",0.00,"200,572.00","12,041,521.00"
65,Charter Communications Inc.,CHTR,0001091667,2024,Jessica M. Fischer,Chief Financial Officer,"800,000.00",0.00,0.00,0.00,"1,060,560.00",0.00,"25,659.00","1,886,219.00"
65,Charter Communications Inc.,CHTR,0001091667,2023,Jessica M. Fischer,Chief Financial Officer,"734,615.00",0.00,"3,347,020.00","23,726,633.00","988,200.00",0.00,"23,188.00","28,819,656.00"
65,Charter Communications Inc.,CHTR,0001091667,2022,Jessica M. Fischer,Chief Financial Officer,"700,000.00",0.00,"349,762.00","3,150,523.00","811,020.00",0.00,"21,530.00","5,032,835.00"
65,Charter Communications Inc.,CHTR,0001091667,2024,Jamal H. Haughton,"EVP, General Counsel","750,000.00",0.00,"312,526.00","2,812,549.00","994,275.00",0.00,"24,101.00","4,893,451.00"
65,Charter Communications Inc.,CHTR,0001091667,2024,R. Adam Ray,"EVP, Chief Commercial Officer","715,385.00",0.00,"75,142.00","674,988.00","961,133.00",0.00,"27,721.00","2,454,369.00"
65,Charter Communications Inc.,CHTR,0001091667,2023,R. Adam Ray,"EVP, Chief Commercial Officer","625,000.00",0.00,"1,825,353.00","12,941,899.00","772,031.00",0.00,"25,014.00","16,189,297.00"
66,AbbVie Inc.,ABBV,0001551152,2024,Robert A. Michael,,0.00,"1,607,404.00",0.00,0.00,"7,915,762.00",0.00,"1,888,269.00",0.00
66,AbbVie Inc.,ABBV,0001551152,2023,Chief Executive Officer,,"1,427,376.00",0.00,"5,440,297.00","1,365,031.00","3,000,000.00","3,019,112.00","189,504.00","14,441,320.00"
66,AbbVie Inc.,ABBV,0001551152,2022,Chief Executive Officer,,"1,330,000.00",0.00,"4,675,204.00","1,099,516.00","2,510,625.00","1,607.00","157,417.00","9,774,369.00"
66,AbbVie Inc.,ABBV,0001551152,2024,Richard A. Gonzalez,,"1,603,846.00",0.00,"14,998,650.00","3,577,772.00","4,414,500.00","1,863,298.00","2,044,822.00","28,502,888.00"
66,AbbVie Inc.,ABBV,0001551152,2023,Executive Chairman of the,,"1,700,000.00",0.00,"13,701,890.00","3,437,871.00","3,500,000.00","1,331,617.00","1,990,594.00","25,661,972.00"
66,AbbVie Inc.,ABBV,0001551152,2022,Board,,"1,700,000.00",0.00,"15,301,308.00","3,598,419.00","3,927,000.00","439,214.00","1,321,244.00","26,287,185.00"
66,AbbVie Inc.,ABBV,0001551152,2024,Scott T. Reents,,"1,073,077.00",0.00,"4,166,190.00","993,826.00","2,250,000.00","2,010,658.00","498,603.00","10,992,354.00"
66,AbbVie Inc.,ABBV,0001551152,2023,"Executive Vice President, Chief",,"973,077.00",0.00,"4,029,950.00","1,011,112.00","1,850,000.00","2,012,889.00","309,684.00","10,186,712.00"
66,AbbVie Inc.,ABBV,0001551152,2022,Financial Officer,,"753,139.00",0.00,"2,104,732.00","259,874.00","1,400,000.00","973,716.00","130,475.00","5,621,936.00"
66,AbbVie Inc.,ABBV,0001551152,2024,Jeffrey R. Stewart,,"1,277,404.00",0.00,"5,165,930.00","1,232,350.00","2,900,000.00","2,645,088.00","826,528.00","14,047,300.00"
66,AbbVie Inc.,ABBV,0001551152,2023,"Executive Vice President, Chief",,"1,188,500.00",0.00,"4,190,943.00","1,051,574.00","2,525,000.00","5,791,678.00","601,863.00","15,349,558.00"
66,AbbVie Inc.,ABBV,0001551152,2022,Commercial Officer,,"1,106,458.00",0.00,"5,612,478.00","849,618.00","1,654,208.00","179,792.00","222,565.00","9,625,119.00"
66,AbbVie Inc.,ABBV,0001551152,2024,Azita Saleki-Gerhardt,,"1,021,923.00",0.00,"3,874,447.00","924,239.00","2,100,000.00","1,052,397.00","943,475.00","9,916,481.00"
66,AbbVie Inc.,ABBV,0001551152,2023,"Executive Vice President, Chief",,"941,005.00",0.00,"2,740,197.00","687,562.00","1,850,000.00","2,361,465.00","719,423.00","9,299,652.00"
66,AbbVie Inc.,ABBV,0001551152,2022,Operations Officer,,"866,413.00",0.00,"5,399,913.00","799,644.00","1,439,255.00","223,236.00","271,087.00","8,999,548.00"
66,AbbVie Inc.,ABBV,0001551152,2024,Timothy J. Richmond,,"1,021,923.00",0.00,"3,832,822.00","914,307.00","1,950,000.00","1,711,768.00","872,716.00","10,303,536.00"
67,General Electric Co.,GE,0000040545,2024,Rahul,Ghai,0.00,"916,042.00",0.00,"5,265,201.00",0.00,"1,427,982.00",0.00,"1,887,000.00"
67,General Electric Co.,GE,0000040545,2023,Rahul,Ghai,0.00,"900,000.00",0.00,"2,529,166.00",0.00,0.00,0.00,"1,374,332.00"
67,General Electric Co.,GE,0000040545,2024,Russell,Stokes,0.00,"1,400,000.00",0.00,"5,971,540.00",0.00,"2,347,391.00",0.00,"2,226,000.00"
67,General Electric Co.,GE,0000040545,2023,Russell,Stokes,0.00,"1,400,000.00",0.00,"1,745,057.00",0.00,"1,499,995.00",0.00,"2,086,000.00"
67,General Electric Co.,GE,0000040545,2022,Russell,Stokes,0.00,"1,400,000.00",0.00,"2,549,063.00",0.00,"1,140,001.00",0.00,"1,652,000.00"
67,General Electric Co.,GE,0000040545,2024,Christian,Meisner,0.00,"800,000.00",0.00,"2,449,564.00",0.00,"1,092,218.00",0.00,"1,400,000.00"
67,General Electric Co.,GE,0000040545,2024,John,"Phillips, III",0.00,"800,000.00",0.00,"2,433,881.00",0.00,"1,066,821.00",0.00,"1,400,000.00"
67,General Electric Co.,GE,0000040545,2024,John,"Phillips, III",0.00,"269,444.00",0.00,"145,124.00",0.00,"901,610.00",0.00,"7,187,000.00"
67,General Electric Co.,GE,0000040545,2023,John,"Phillips, III",0.00,"1,000,000.00",0.00,"2,133,283.00",0.00,"1,049,990.00",0.00,"2,980,000.00"
67,General Electric Co.,GE,0000040545,2024,Michael,Holston,0.00,"404,167.00",0.00,"29,404.00",0.00,"194,751.00",0.00,"7,129,000.00"
67,General Electric Co.,GE,0000040545,2023,Michael,Holston,0.00,"1,500,000.00",0.00,"2,220,619.00",0.00,"1,124,996.00",0.00,"2,812,500.00"
68,RTX Corp.,RTX,0000101829,2024,"$1,182,500",,"1,182,500.00",0.00,"2,760,000.00",0.00,"8,315,559.00",0.00,"5,379,072.00",0.00
68,RTX Corp.,RTX,0000101829,2023,"$986,667",,"986,667.00",0.00,"1,410,000.00",0.00,"5,922,384.00",0.00,"3,992,454.00","77,771.00"
68,RTX Corp.,RTX,0000101829,2022,"$875,000",,"875,000.00",0.00,"1,600,000.00",0.00,"4,293,029.00",0.00,"2,950,366.00",0.00
68,RTX Corp.,RTX,0000101829,2024,"$1,031,250",,"1,031,250.00",0.00,"1,500,000.00",0.00,"3,387,907.00",0.00,"2,191,232.00",0.00
